"","T1_Age","T1_Gender","T1_Ethnicity","T1_Education","T1_PolParty","ID","T6_ActPast_Prevent_Self","T6_ActPast_Prevent_Mask","T6_ActPast_Prevent_Sanitize","T6_ActPast_SocialDistance","T6_ActPast_SelfIsolate","T6_ActPresent_Prevent_Self","T6_ActPresent_Prevent_Mask","T6_ActPresent_Prevent_Sanitize","T6_ActPresent_SocialDistance","T6_ActPresent_SelfIsolate","T6_BFI_2_XS_extravert1","T6_BFI_2_XS_agreeable1","T6_BFI_2_XS_conscientious1","T6_BFI_2_XS_neurotic1","T6_BFI_2_XS_open1","T6_BFI_2_XS_extravert2","T6_BFI_2_XS_agreeable2","T6_BFI_2_XS_conscientious2","T6_BFI_2_XS_neurotic2","T6_BFI_2_XS_open2","T6_BFI_2_XS_extravert3","T6_BFI_2_XS_agreeable3","T6_BFI_2_XS_conscientious3","T6_BFI_2_XS_neurotic3","T6_BFI_2_XS_open3"
"667",27,2,1,7,2,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",38,1,2,6,2,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",26,1,2,6,1,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",29,2,4,7,2,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",61,1,2,6,2,671,4,4,2,4,0,4,4,3,4,1,4,4,3,0,3,1,0,3,1,2,0,3,4,4,4
"672",54,1,2,6,1,672,4,4,2,3,3,4,4,2,3,2,3,3,3,3,3,1,3,3,3,1,3,3,4,3,4
"673",40,1,2,6,1,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",36,1,2,6,1,674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",48,1,2,6,2,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",28,1,5,6,2,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",54,1,2,4,1,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",41,1,2,5,1,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",28,2,2,6,1,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",32,1,1,6,2,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",24,1,4,5,2,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",52,1,2,4,1,682,2,2,1,1,0,2,3,3,3,1,3,3,1,1,3,2,0,0,1,1,2,3,4,3,3
"683",44,1,2,6,2,683,4,4,4,4,4,4,4,4,4,4,3,4,0,0,3,3,0,0,0,0,3,3,3,3,3
"684",45,1,2,7,1,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",37,2,2,5,1,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",61,2,2,6,2,686,4,4,3,4,4,4,4,2,4,4,3,3,2,1,4,1,2,2,1,0,1,3,4,2,3
"687",39,1,2,6,2,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",46,1,1,7,2,688,4,4,3,3,1,4,4,4,4,1,0,3,0,1,4,2,0,0,0,0,4,2,4,4,3
"689",47,1,2,6,3,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",46,2,2,5,1,690,2,2,1,2,0,4,4,3,3,0,4,4,0,3,4,0,0,0,2,0,2,3,4,3,3
"691",34,2,1,6,2,691,4,4,4,4,4,4,4,4,4,4,1,3,2,3,3,2,2,2,0,0,1,3,3,2,3
"692",26,2,8,6,2,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",27,1,4,5,3,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",33,1,2,7,3,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",34,2,1,6,2,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",59,2,2,4,1,696,4,4,4,4,4,4,4,4,4,4,3,4,3,4,1,1,3,1,3,3,2,4,4,3,1
"697",27,1,2,5,1,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",66,1,2,5,3,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",31,1,2,6,1,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",48,1,2,6,2,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",65,1,2,6,1,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",44,2,2,5,1,702,3,4,2,4,2,4,4,2,4,2,4,3,3,4,3,1,1,3,3,2,1,2,3,1,2
"703",23,2,2,6,1,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",55,1,2,6,1,704,2,1,1,2,1,2,2,1,2,0,3,2,0,1,1,1,1,1,1,1,1,2,3,3,1
"705",27,1,2,6,2,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",53,1,2,4,2,706,2,2,2,4,3,2,1,2,3,3,4,2,0,0,3,1,1,0,0,3,2,2,3,4,3
"707",26,1,2,7,2,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",34,1,2,6,1,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",46,2,2,7,2,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",29,1,2,6,1,710,1,1,0,2,2,1,2,0,2,2,4,0,0,4,0,0,3,3,3,0,0,1,4,3,0
"711",41,1,2,5,1,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",24,2,2,6,2,712,4,4,3,4,3,4,4,2,4,3,3,2,4,2,4,1,1,4,2,0,1,2,2,4,3
"713",44,1,2,7,1,713,3,3,2,3,3,3,3,2,3,3,4,2,1,0,1,1,0,0,0,0,3,4,4,4,4
"714",24,2,2,6,3,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",34,2,2,7,3,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",59,2,2,6,2,716,3,4,2,3,1,4,4,2,3,0,3,4,0,4,3,2,3,0,4,0,3,2,4,2,4
"717",52,2,2,5,2,717,4,4,4,4,4,4,4,4,4,4,4,4,0,3,2,3,0,0,4,4,0,3,3,1,1
"718",28,1,2,6,2,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",36,2,2,6,2,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",38,2,5,6,1,720,3,4,2,3,0,4,4,3,4,1,3,3,1,2,3,2,0,3,1,1,3,3,3,3,3
"721",60,2,2,6,1,721,4,4,2,4,3,4,4,3,4,3,1,4,1,3,3,4,1,4,3,0,3,1,1,1,3
"722",66,2,2,5,2,722,4,4,3,3,3,4,4,3,3,2,4,4,3,3,1,2,3,4,4,0,0,3,3,1,2
"723",54,2,2,5,1,723,1,1,1,1,0,1,1,1,1,0,4,4,1,1,2,0,3,0,0,0,2,4,4,4,2
"724",43,2,2,6,1,724,3,3,2,3,3,4,4,3,4,4,3,3,0,4,2,0,1,1,1,1,2,2,4,2,2
"725",40,2,2,4,1,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",69,2,2,6,1,726,4,2,2,2,4,4,4,3,3,4,4,2,3,3,4,1,3,4,4,0,0,2,3,3,3
"727",32,1,2,5,1,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",25,1,2,6,1,728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",25,1,2,4,1,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",42,2,2,6,2,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",35,2,2,6,2,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",58,1,5,6,1,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",44,2,2,7,1,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",28,1,2,6,1,734,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,3,0,0,0,0,0,4,4,3
"735",33,1,2,6,2,735,4,3,2,3,0,4,4,2,3,0,0,4,0,0,4,2,0,0,0,0,4,2,4,4,4
"736",41,1,2,6,2,736,3,4,3,4,3,3,4,3,4,4,1,3,0,0,1,2,1,0,0,0,2,2,3,4,4
"737",32,1,2,6,2,737,4,4,4,4,2,4,4,4,4,4,1,3,1,2,2,2,0,1,1,2,3,3,4,3,2
"738",47,1,1,5,1,738,4,4,4,4,0,4,4,4,4,0,3,4,3,0,0,4,0,0,0,4,3,3,4,4,3
"739",61,1,2,4,2,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",36,1,2,4,1,740,4,3,2,3,0,4,3,2,3,0,4,0,0,4,3,0,1,1,3,1,1,0,4,0,3
"741",22,2,2,6,2,741,3,3,2,3,3,3,4,2,4,3,3,2,1,3,3,1,3,1,2,1,1,2,3,2,3
"742",50,2,4,5,1,742,3,3,2,2,1,4,4,1,2,0,3,4,2,1,3,3,3,3,2,1,3,2,3,2,1
"743",45,2,6,6,1,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",47,1,2,5,2,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",45,1,2,6,1,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",47,1,4,5,2,746,4,4,2,4,0,4,4,2,4,1,4,2,4,3,4,0,1,3,1,4,2,1,3,1,2
"747",23,2,2,6,2,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",41,1,2,6,1,748,3,1,0,4,1,3,3,0,3,1,3,1,3,4,1,0,1,4,4,3,0,0,1,0,0
"749",34,1,1,6,3,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",30,1,2,5,3,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",42,1,2,5,2,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",44,1,2,7,1,752,2,2,1,2,1,2,2,1,2,1,0,1,0,0,2,3,1,0,0,0,2,2,4,4,2
"753",36,2,2,7,1,753,4,4,4,3,3,4,4,4,4,3,3,4,1,4,3,1,1,2,1,1,2,3,3,3,2
"754",47,2,2,5,1,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",72,1,2,6,1,755,3,4,3,4,4,4,4,4,4,4,4,4,0,0,2,2,0,0,0,0,2,3,3,3,2
"756",49,2,2,7,2,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",48,2,2,6,1,757,4,4,2,0,0,4,4,2,1,0,3,4,0,4,0,1,0,0,0,0,3,4,4,4,4
"758",25,2,2,7,2,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",32,1,2,5,1,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",43,2,2,4,2,760,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,0,0,4,0,3,1,1,4,4,3
"761",50,2,2,6,2,761,4,4,3,4,3,4,4,3,4,4,3,3,3,3,4,3,0,1,3,0,1,1,1,4,3
"762",68,2,2,6,2,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",32,2,2,4,1,763,4,4,3,3,0,4,4,2,3,0,3,3,4,3,1,3,1,4,3,3,0,0,3,1,4
"764",56,1,2,5,2,764,2,4,1,3,0,3,4,1,3,0,0,4,3,3,4,4,4,3,1,0,1,1,4,3,4
"765",24,2,2,6,1,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",33,1,2,4,1,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",28,1,2,4,2,767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",33,2,2,4,1,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",51,2,2,6,2,769,4,4,3,4,1,4,4,4,4,0,3,3,3,1,1,0,3,3,0,4,0,0,4,4,0
"770",60,2,2,5,1,770,4,0,3,2,3,4,2,4,3,3,0,4,0,0,2,1,0,0,0,3,3,3,4,4,3
"771",29,1,2,7,1,771,2,3,3,3,2,3,3,3,2,3,2,3,1,3,2,1,3,3,3,2,2,2,3,2,4
"772",25,1,2,6,2,772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",55,2,2,5,3,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",43,1,2,5,2,774,3,3,1,3,4,4,4,2,3,4,4,1,2,3,3,2,3,3,3,1,0,1,4,2,2
"775",30,1,2,6,1,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",56,2,7,5,2,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",35,2,2,5,2,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",28,2,2,5,3,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",22,2,1,5,3,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",45,2,2,7,1,780,4,4,3,4,1,4,4,4,4,3,0,4,2,1,3,3,0,1,3,1,4,4,4,4,3
"781",39,1,5,6,1,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",27,1,2,5,1,782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",23,1,2,6,2,783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",73,2,2,6,1,784,4,4,0,4,0,3,4,0,4,0,4,4,0,0,1,0,0,1,0,0,2,3,4,4,2
"785",57,2,2,6,2,785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",55,1,2,4,1,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",60,2,2,5,2,787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",71,2,2,5,1,788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",30,2,2,6,1,789,4,4,4,3,3,4,4,4,4,2,3,4,1,3,1,2,0,3,3,3,2,3,3,4,3
"790",22,1,6,6,2,790,4,4,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"791",39,2,2,6,4,791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",29,1,2,6,2,792,4,4,3,4,4,4,4,3,4,4,3,2,3,4,3,1,3,3,2,1,2,2,3,4,3
"793",44,1,2,5,1,793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",31,1,2,5,2,794,2,3,1,3,3,2,4,1,4,4,4,3,2,2,3,0,0,3,2,3,1,3,3,3,2
"795",44,2,2,7,2,795,4,4,4,4,4,4,4,4,4,4,3,4,3,3,1,2,3,1,2,2,0,2,4,2,3
"796",19,2,2,5,2,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",22,2,4,5,2,797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",59,1,2,6,1,798,4,4,4,4,3,4,4,4,4,3,0,4,1,0,3,4,0,0,0,0,3,4,4,4,4
"799",28,2,2,4,2,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",42,2,2,6,1,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",42,2,2,5,1,801,3,3,3,3,4,4,4,4,3,3,3,4,4,4,0,0,0,4,4,4,0,2,1,0,0
"802",39,1,2,5,3,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",31,2,2,6,2,803,4,4,1,2,0,4,4,1,2,1,4,4,3,3,4,0,0,2,2,0,1,3,2,2,2
"804",69,2,2,4,1,804,4,3,2,1,0,4,3,2,3,2,3,4,1,1,2,0,0,1,3,4,3,4,3,4,1
"805",64,1,2,6,2,805,3,3,1,4,2,3,3,1,4,2,4,3,0,0,3,2,0,2,1,1,0,2,4,4,3
"806",30,2,2,5,1,806,4,1,3,2,0,4,1,3,2,0,3,4,0,2,4,0,0,0,0,0,0,2,3,2,3
"807",36,2,2,6,2,807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",29,2,2,6,2,808,4,3,3,3,2,4,4,3,4,2,0,3,4,4,4,2,3,4,0,0,4,4,3,4,3
"809",46,2,2,6,1,809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",39,2,2,5,1,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",51,1,2,5,1,811,1,1,3,2,1,1,1,3,1,1,4,4,0,0,2,2,0,0,0,0,4,4,4,4,4
"812",28,2,2,4,2,812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",37,2,2,5,2,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",44,2,2,6,2,814,4,4,4,4,2,4,4,4,4,2,4,1,4,1,4,4,3,4,3,0,0,0,2,3,4
"815",33,1,2,7,3,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",55,2,5,6,2,816,4,4,3,3,3,4,4,3,4,4,4,1,0,2,4,0,3,0,1,0,3,2,4,4,4
"817",24,1,2,6,3,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",56,2,2,7,1,818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",31,1,1,6,2,819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",29,2,2,5,1,820,4,4,4,4,4,4,4,4,4,4,3,4,0,2,1,1,0,0,1,0,0,4,4,4,4
"821",31,1,5,6,2,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",60,1,2,7,1,822,3,3,3,3,1,3,3,3,3,1,3,4,1,2,3,3,1,1,3,1,3,3,4,4,4
"823",53,2,2,5,1,823,4,3,1,4,1,4,3,1,4,0,4,4,1,3,1,2,1,3,1,3,2,4,4,4,3
"824",36,1,2,6,1,824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",29,1,2,7,1,825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",38,2,2,6,2,826,4,4,4,4,4,4,4,4,4,4,3,4,0,1,2,4,0,0,0,0,2,4,4,4,4
"827",38,2,2,5,2,827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",66,2,2,7,2,828,4,4,2,4,4,4,4,2,4,4,3,3,4,0,4,2,1,4,3,0,0,3,2,2,3
"829",36,2,4,5,2,829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830",33,1,2,5,1,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",44,2,2,6,2,831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832",32,1,2,5,1,832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",34,2,1,6,2,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",61,1,2,4,1,834,0,2,0,1,0,0,2,0,1,0,2,3,0,0,1,2,1,0,0,0,1,2,3,3,2
"835",35,1,2,7,2,835,4,4,2,3,1,4,4,2,4,2,4,3,4,2,3,0,2,2,3,0,3,3,2,1,2
