"","T1_Age","T1_Gender","T1_Ethnicity","T1_Education","T1_PolParty","ID","T6_ActPast_Prevent_Self","T6_ActPast_Prevent_Mask","T6_ActPast_Prevent_Sanitize","T6_ActPast_SocialDistance","T6_ActPast_SelfIsolate","T6_ActPresent_Prevent_Self","T6_ActPresent_Prevent_Mask","T6_ActPresent_Prevent_Sanitize","T6_ActPresent_SocialDistance","T6_ActPresent_SelfIsolate","T6_BFI_2_XS_extravert1","T6_BFI_2_XS_agreeable1","T6_BFI_2_XS_conscientious1","T6_BFI_2_XS_neurotic1","T6_BFI_2_XS_open1","T6_BFI_2_XS_extravert2","T6_BFI_2_XS_agreeable2","T6_BFI_2_XS_conscientious2","T6_BFI_2_XS_neurotic2","T6_BFI_2_XS_open2","T6_BFI_2_XS_extravert3","T6_BFI_2_XS_agreeable3","T6_BFI_2_XS_conscientious3","T6_BFI_2_XS_neurotic3","T6_BFI_2_XS_open3"
"322",32,1,2,6,1,322,4,4,4,4,4,4,4,4,4,4,1,3,0,1,3,3,0,0,0,0,4,4,3,4,1
"323",32,2,2,6,1,323,3,4,3,2,0,3,3,3,1,0,1,4,2,3,3,1,1,3,4,3,2,3,4,0,2
"324",56,2,2,6,2,324,4,4,4,4,3,4,4,4,4,0,3,4,0,4,4,1,0,0,4,0,0,1,4,2,4
"325",45,1,2,6,2,325,4,4,4,4,4,4,4,4,4,4,2,3,2,0,3,2,3,1,0,0,2,2,2,3,3
"326",56,2,2,5,1,326,3,3,3,3,1,4,4,4,4,1,4,3,1,4,3,0,0,3,2,2,2,3,4,3,3
"327",23,1,2,6,1,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",21,1,2,5,1,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",27,2,4,4,2,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",36,2,2,7,2,330,4,4,4,4,2,4,4,4,4,2,0,2,0,2,4,4,3,2,1,0,2,1,4,3,4
"331",29,1,2,6,3,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",23,2,3,6,2,332,4,4,4,3,2,4,4,4,3,0,2,4,3,4,4,1,0,2,4,0,3,3,4,2,4
"333",62,1,2,5,1,333,3,1,3,3,0,4,2,4,4,0,3,3,2,1,0,2,0,1,0,4,2,2,3,3,2
"334",57,2,2,5,1,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",34,2,1,6,3,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",27,2,2,7,1,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",47,2,2,6,1,337,3,2,3,3,2,4,3,3,3,2,1,3,0,3,2,2,1,0,0,1,3,3,3,3,2
"338",45,1,2,5,1,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",35,1,6,6,2,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",30,1,2,5,2,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",23,2,1,6,2,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",64,2,2,7,2,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",54,2,1,6,2,343,3,4,2,4,3,4,4,3,4,3,0,4,0,0,4,3,0,0,0,0,4,2,4,4,4
"344",27,1,2,5,3,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",42,1,4,6,2,345,4,4,4,4,3,4,4,4,4,1,3,3,0,0,0,0,0,0,0,0,1,3,4,4,4
"346",38,1,2,7,1,346,3,3,0,3,0,3,3,0,3,0,1,3,1,1,1,3,1,1,0,0,2,3,3,2,3
"347",50,1,2,5,1,347,0,3,0,2,0,0,3,0,0,0,4,4,0,0,3,2,0,0,2,1,3,3,4,3,3
"348",35,2,2,7,2,348,4,4,3,4,3,4,4,4,4,2,4,4,0,4,4,3,1,3,3,0,1,3,3,1,3
"349",44,1,2,6,2,349,3,4,3,4,4,4,4,4,4,4,2,3,0,3,4,3,2,0,3,2,3,2,3,1,2
"350",56,2,2,6,1,350,3,0,0,2,0,4,0,0,3,0,1,4,1,3,1,1,0,1,1,4,1,4,4,3,1
"351",37,2,4,6,3,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",39,1,5,6,1,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",65,1,2,6,1,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",76,1,2,5,1,354,3,3,3,4,0,3,3,3,4,1,3,3,1,0,3,2,1,0,0,1,3,3,4,4,3
"355",54,2,2,5,1,355,4,4,4,4,4,4,4,4,4,4,1,4,0,3,3,2,1,0,0,0,3,4,4,3,4
"356",27,2,2,5,2,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",49,1,2,6,1,357,3,1,1,1,0,4,1,2,1,0,4,3,0,1,1,0,0,2,0,2,3,4,4,4,2
"358",43,2,8,6,1,358,4,4,2,3,1,4,4,2,4,2,3,3,3,3,2,1,3,3,0,1,1,3,4,3,3
"359",53,2,2,5,1,359,4,4,4,4,1,4,4,4,4,1,1,4,0,0,3,1,1,0,4,0,1,0,4,4,3
"360",42,2,2,7,2,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",33,1,2,5,2,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",30,1,4,7,1,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",37,2,2,4,2,363,3,4,3,3,3,3,4,3,3,3,3,3,0,4,4,1,3,3,4,0,1,0,4,0,4
"364",29,1,1,6,2,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",33,1,3,6,1,365,3,3,1,3,3,3,4,2,4,3,4,3,1,3,4,1,3,4,1,4,0,4,4,3,1
"366",26,2,2,5,4,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",28,2,2,6,1,367,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"368",32,1,2,5,2,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",43,1,5,6,2,369,3,4,2,4,4,3,4,2,4,4,4,2,3,3,0,0,1,4,2,4,0,2,2,3,0
"370",44,2,4,6,2,370,4,0,4,4,4,4,0,4,4,4,4,3,4,3,0,3,3,0,4,4,1,0,3,4,4
"371",28,2,2,6,2,371,2,4,1,4,0,2,4,1,4,0,1,3,2,0,4,3,2,1,0,0,3,2,3,1,4
"372",43,2,2,6,1,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",46,2,2,7,1,373,4,4,3,3,2,4,4,3,4,2,3,3,3,3,3,1,1,3,0,1,1,4,3,3,4
"374",55,2,2,6,1,374,4,2,2,2,0,3,2,2,1,0,1,3,1,1,3,1,1,1,1,1,1,3,3,3,3
"375",38,1,2,6,1,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",65,2,2,5,2,376,4,4,4,4,1,4,4,4,4,0,1,3,0,0,3,1,0,0,0,2,2,4,4,4,3
"377",71,1,4,6,1,377,4,4,4,4,4,4,4,4,4,2,4,0,0,0,1,2,2,1,0,4,2,2,4,4,2
"378",65,1,2,7,1,378,4,4,3,4,2,4,4,3,4,1,1,4,1,3,4,3,1,1,2,0,2,2,4,2,3
"379",49,1,2,4,1,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",41,2,1,5,2,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",38,2,2,5,2,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",35,2,2,6,1,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",34,2,2,4,2,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",44,1,2,5,1,384,3,0,0,0,0,3,0,1,0,0,3,3,0,0,3,0,0,0,0,2,4,2,4,4,3
"385",48,1,2,6,3,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",29,2,2,6,1,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",53,1,1,7,1,387,4,4,4,3,4,4,4,4,3,4,4,4,0,0,3,3,0,0,0,0,3,4,0,3,3
"388",32,1,2,6,1,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",60,2,2,6,1,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",51,2,2,5,1,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",45,1,2,7,1,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",25,2,2,5,2,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",53,1,1,6,2,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",41,2,2,7,1,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",26,2,2,7,3,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",40,2,2,7,2,396,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,0,0,2,1,3,2,4,4,3,4
"397",77,2,2,5,2,397,3,4,1,4,1,3,4,1,3,1,4,3,1,3,3,0,0,1,2,1,2,3,4,3,1
"398",28,2,2,6,1,398,4,4,3,4,4,4,4,3,4,3,4,3,0,4,3,2,3,1,2,1,1,1,4,1,3
"399",34,1,1,6,2,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",70,2,1,6,2,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",33,2,2,6,2,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",47,2,2,6,2,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",63,2,2,6,2,403,4,2,4,4,4,4,3,4,4,4,3,3,0,2,3,2,0,0,0,0,3,1,3,3,3
"404",30,1,4,5,1,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",27,2,2,6,2,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",54,2,2,6,2,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",56,1,1,6,2,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",29,1,2,6,3,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",37,1,2,6,2,409,3,4,3,2,2,2,3,2,2,3,3,3,2,2,3,1,1,2,1,1,3,3,3,3,3
"410",23,2,2,6,2,410,3,4,2,3,3,4,4,2,3,3,3,4,3,3,4,1,1,3,3,1,2,3,2,1,2
"411",57,2,1,5,2,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",30,2,2,7,2,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",50,2,2,4,1,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",37,1,1,5,2,414,4,4,4,4,3,4,4,4,4,4,1,4,3,1,4,1,2,0,0,0,3,1,4,3,4
"415",69,1,2,7,2,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",41,1,2,6,3,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",48,2,2,7,2,417,2,3,1,3,3,2,3,1,3,3,2,3,1,1,3,3,2,1,1,1,2,3,3,2,3
"418",35,1,2,6,2,418,4,4,2,3,2,4,4,3,3,0,3,3,2,1,4,2,1,3,2,0,3,2,4,4,3
"419",25,2,2,5,1,419,4,4,4,4,4,4,4,4,4,4,4,1,3,3,4,0,3,3,3,0,1,0,3,3,3
"420",40,1,2,4,2,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",67,1,2,7,2,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",49,2,2,4,2,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",38,1,2,6,3,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",27,2,2,6,1,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",49,1,2,7,1,425,3,2,0,3,0,4,3,0,4,0,4,0,0,0,4,0,4,0,0,0,2,0,4,3,4
"426",48,1,2,6,1,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",32,2,4,6,2,427,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,0,0,0,3,0,2,3,3,3,2
"428",26,1,2,6,2,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",31,2,2,5,2,429,4,4,4,4,4,4,4,4,4,4,2,4,0,0,4,2,0,0,0,2,4,4,4,4,4
"430",43,2,2,6,1,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",26,1,2,6,3,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",45,2,8,6,3,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",37,2,2,5,3,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",72,1,2,6,2,434,3,4,0,4,2,4,4,1,4,1,2,3,1,3,2,2,1,2,0,3,2,2,4,3,3
"435",30,2,2,7,1,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",32,1,2,3,1,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",49,2,1,6,2,437,4,4,1,2,4,4,4,4,4,4,3,4,0,3,2,0,1,3,0,2,0,3,4,1,2
"438",57,1,4,4,3,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",47,1,2,7,1,439,3,2,1,4,1,2,2,1,3,1,1,1,3,0,3,3,3,1,0,0,3,3,4,4,4
"440",51,2,2,6,1,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",40,1,2,7,2,441,4,4,4,4,3,4,4,4,4,3,3,2,1,2,3,3,1,1,0,0,3,2,3,3,3
"442",34,2,2,6,1,442,3,4,3,4,3,4,4,4,4,3,0,3,0,1,2,3,1,0,0,2,2,3,3,3,3
"443",44,1,2,6,1,443,2,3,0,4,2,2,4,0,4,2,4,2,0,4,2,1,1,4,4,0,0,2,3,1,3
"444",55,2,2,5,1,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",52,1,5,7,2,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",40,2,2,7,1,446,4,4,4,4,2,4,4,4,4,1,1,2,4,0,3,4,0,0,0,0,4,2,4,4,4
"447",66,2,2,6,2,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",50,1,2,5,2,448,4,4,4,4,3,4,4,4,4,4,0,4,0,3,1,4,2,0,0,2,4,3,4,2,2
"449",42,6,2,6,2,449,4,4,4,4,4,4,4,4,4,4,3,4,0,3,4,3,0,1,2,0,3,2,4,4,4
"450",27,1,2,6,2,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",28,1,8,5,1,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",56,2,1,5,2,452,3,4,3,4,2,3,4,3,4,2,2,3,2,4,1,0,0,3,2,1,0,1,2,1,1
"453",62,2,2,7,2,453,2,4,0,3,1,1,4,0,3,0,2,3,4,4,2,0,3,1,0,0,3,1,3,2,1
"454",40,2,2,4,2,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",31,2,7,5,3,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",34,1,4,7,2,456,4,4,4,4,3,3,4,4,4,4,3,3,0,4,1,3,1,0,0,2,2,3,4,4,3
"457",37,2,2,6,1,457,1,0,0,0,0,1,1,0,0,0,3,4,2,0,2,1,0,0,0,3,2,2,4,4,3
"458",32,1,2,4,1,458,4,3,4,1,0,4,3,4,3,0,4,3,0,0,4,4,0,0,0,3,4,4,4,0,4
"459",34,2,1,7,2,459,4,2,2,4,3,4,3,2,4,3,3,2,0,0,3,1,1,1,0,0,2,2,3,4,3
"460",29,2,2,7,2,460,4,4,4,4,4,4,4,4,4,4,3,2,0,3,0,3,0,1,0,2,3,3,4,3,3
"461",62,2,2,4,1,461,4,4,4,4,3,4,4,4,4,2,4,4,0,4,2,0,0,3,4,2,0,4,3,1,0
"462",50,2,2,7,2,462,4,4,4,4,4,4,4,4,4,4,4,4,0,2,4,1,0,0,1,0,2,3,4,3,3
"463",35,2,2,6,1,463,4,4,3,3,1,4,4,4,4,1,1,3,0,3,1,1,1,1,1,1,3,2,3,3,3
"464",52,2,2,6,2,464,4,4,2,4,4,4,4,3,4,4,4,4,0,0,2,1,0,0,0,0,3,3,3,4,3
"465",40,2,2,6,2,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",65,2,2,6,1,466,4,4,3,4,1,4,4,3,3,1,3,3,1,2,1,3,1,3,0,2,3,3,3,3,3
"467",34,1,2,4,2,467,4,4,4,4,3,4,4,4,4,4,1,3,0,0,2,3,0,0,0,0,0,2,4,3,3
"468",48,1,2,5,2,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",42,2,2,7,1,469,3,3,2,4,0,4,4,2,4,1,4,1,3,4,4,1,0,3,3,0,0,0,4,1,3
"470",44,2,1,7,2,470,4,4,3,3,3,4,4,3,4,3,4,4,1,3,4,1,0,1,3,1,3,4,4,4,3
"471",51,1,2,6,2,471,3,4,2,3,0,3,4,3,2,0,1,3,1,2,2,3,3,3,0,1,2,2,4,3,3
"472",25,1,2,6,2,472,3,3,2,3,3,3,3,2,3,3,3,3,2,3,4,2,3,3,3,3,2,2,2,2,3
"473",44,1,5,6,2,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",26,2,2,6,2,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",24,1,2,6,3,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",43,1,2,5,1,476,4,4,3,4,3,4,4,4,4,2,3,4,3,1,3,3,0,0,0,0,4,3,4,4,3
"477",64,2,2,7,2,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",56,2,2,7,1,478,4,4,4,4,4,4,4,4,4,4,1,4,1,1,3,3,3,3,1,0,3,4,3,3,3
"479",40,1,2,6,2,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",69,2,2,6,3,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",66,2,2,5,1,481,4,0,4,4,4,4,4,4,4,4,3,4,2,4,4,0,0,2,1,1,0,4,3,3,2
"482",52,2,2,6,1,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",41,2,2,6,1,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",39,1,2,5,2,484,3,3,3,3,2,3,3,3,3,2,2,2,0,3,3,3,2,1,2,0,2,1,3,3,4
"485",43,2,2,6,1,485,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,3,0,0,0,2,4,0,4,4,4
"486",53,1,2,4,1,486,2,3,1,3,1,1,4,1,4,1,2,3,0,1,0,4,0,0,0,0,3,2,4,3,3
"487",56,1,2,5,1,487,3,3,1,2,1,3,3,1,2,1,4,3,0,0,3,3,0,0,0,0,3,3,4,4,4
"488",31,1,2,4,1,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",30,1,2,7,1,489,2,4,0,4,2,2,4,1,4,3,2,1,0,4,0,2,3,0,2,3,0,1,4,2,1
"490",68,2,2,6,2,490,4,4,4,4,3,4,4,4,4,3,0,4,0,0,4,4,3,0,0,0,4,4,4,4,4
"491",70,1,2,6,3,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",57,2,2,5,1,492,4,3,2,4,1,4,4,4,4,2,4,4,0,3,3,0,2,1,0,2,3,2,4,0,4
"493",32,2,2,6,2,493,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,1,1,0,1,0,2,3,4,1,3
"494",20,1,2,5,1,494,3,3,3,3,3,4,4,4,3,3,3,4,3,3,1,1,0,1,3,1,3,4,3,3,3
