"","ID","T1_PolParty","T1_Age","T1_Gender","T1_Ethnicity","T1_Education","T1c_BFI_2_XS_extravert1","T1c_BFI_2_XS_agreeable1","T1c_BFI_2_XS_conscientious1","T1c_BFI_2_XS_neurotic1","T1c_BFI_2_XS_open1","T1c_BFI_2_XS_extravert2","T1c_BFI_2_XS_agreeable2","T1c_BFI_2_XS_conscientious2","T1c_BFI_2_XS_neurotic2","T1c_BFI_2_XS_open2","T1c_BFI_2_XS_extravert3","T1c_BFI_2_XS_agreeable3","T1c_BFI_2_XS_conscientious3","T1c_BFI_2_XS_neurotic3","T1c_BFI_2_XS_open3","T2_ActPast_Prevent_Self","T2_ActPast_Prevent_Mask","T2_ActPast_Prevent_Sanitize","T2_ActPast_SocialDistance","T2_ActPast_SelfIsolate","T2_ActPresent_Prevent_Self","T2_ActPresent_Prevent_Mask","T2_ActPresent_Prevent_Sanitize","T2_ActPresent_SocialDistance","T2_ActPresent_SelfIsolate","T3_ActPast_Prevent_Self","T3_ActPast_Prevent_Mask","T3_ActPast_Prevent_Sanitize","T3_ActPast_SocialDistance","T3_ActPast_SelfIsolate","T3_ActPresent_Prevent_Self","T3_ActPresent_Prevent_Mask","T3_ActPresent_Prevent_Sanitize","T3_ActPresent_SocialDistance","T3_ActPresent_SelfIsolate","T4_ActPast_Prevent_Self","T4_ActPast_Prevent_Mask","T4_ActPast_Prevent_Sanitize","T4_ActPast_SocialDistance","T4_ActPast_SelfIsolate","T4_ActPresent_Prevent_Self","T4_ActPresent_Prevent_Mask","T4_ActPresent_Prevent_Sanitize","T4_ActPresent_SocialDistance","T4_ActPresent_SelfIsolate","T5_ActPast_Prevent_Self","T5_ActPast_Prevent_Mask","T5_ActPast_Prevent_Sanitize","T5_ActPast_SocialDistance","T5_ActPast_SelfIsolate","T5_ActPresent_Prevent_Self","T5_ActPresent_Prevent_Mask","T5_ActPresent_Prevent_Sanitize","T5_ActPresent_SocialDistance","T5_ActPresent_SelfIsolate","T6_ActPast_Prevent_Self","T6_ActPast_Prevent_Mask","T6_ActPast_Prevent_Sanitize","T6_ActPast_SocialDistance","T6_ActPast_SelfIsolate","T6_ActPresent_Prevent_Self","T6_ActPresent_Prevent_Mask","T6_ActPresent_Prevent_Sanitize","T6_ActPresent_SocialDistance","T6_ActPresent_SelfIsolate"
"315",315,2,60,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",316,1,39,1,6,7,2,3,2,3,2,2,1,3,2,3,2,2,3,2,3,3,0,3,4,4,4,3,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
"317",317,3,38,1,5,6,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,2,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4
"318",318,3,38,1,2,6,3,3,0,0,3,0,0,0,0,0,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,4,4,4,4,3
"319",319,3,30,1,2,6,4,3,2,1,1,0,2,1,0,1,2,1,2,1,2,2,1,2,3,2,3,2,2,3,3,3,4,4,3,3,3,4,4,3,3,3,3,3,4,2,3,4,3,2,3,3,2,2,3,2,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",320,2,26,1,2,6,4,4,2,3,2,1,1,2,1,1,3,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,3,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",321,2,40,2,2,6,2,4,0,3,4,2,0,0,0,0,3,3,4,3,4,4,0,4,4,3,4,1,4,4,3,4,3,4,4,3,2,4,4,4,3,4,3,3,4,3,4,3,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,2,4,4,3,4,2
"322",322,2,33,1,2,6,3,2,3,0,3,1,2,3,0,0,2,3,2,4,4,4,0,4,4,4,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",323,3,40,1,1,6,1,4,1,1,2,2,0,0,0,2,2,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",324,2,30,1,1,6,1,3,0,0,1,3,1,0,0,1,3,2,4,3,3,4,2,2,2,4,4,3,2,2,4,3,3,2,2,4,3,4,2,2,4,3,4,2,3,4,4,4,3,4,4,3,4,3,4,4,4,4,3,3,4,3,4,3,4,4,3,4,3,3,4
"325",325,2,26,1,1,6,1,2,1,3,2,2,3,2,1,3,4,2,3,3,2,3,2,2,1,3,2,1,2,2,3,4,4,3,2,3,4,2,2,3,3,2,1,3,2,3,3,2,3,2,2,2,1,1,2,2,1,3,2,2,1,2,3,3,2,1,2,1,2,2,1
"326",326,3,31,2,1,6,2,2,2,2,3,1,3,3,2,2,2,2,3,3,3,3,0,0,2,2,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,0,4,4,4,4,0
"327",327,2,26,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,2,2,2,2,2,2,2,2,2,3,4,3,1,0,4,4,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",328,2,25,1,2,6,4,4,1,4,4,1,0,1,4,0,2,3,4,1,1,4,0,4,4,3,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3
"329",329,2,49,2,5,6,3,3,0,1,4,1,1,1,1,1,1,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,3,3,4,2,4,3,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3
"330",330,3,21,1,2,5,2,1,2,2,1,3,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",331,3,45,1,2,5,4,3,2,4,4,0,2,3,3,0,0,2,3,1,3,2,1,2,3,3,2,1,2,3,4,3,3,3,3,4,3,3,3,4,4,3,2,2,3,3,3,2,2,3,2,3,2,2,3,4,3,3,3,3,4,2,2,2,3,3,3,3,2,3,3
"332",332,2,25,1,1,6,4,4,3,1,1,0,0,4,3,1,0,3,4,4,3,4,0,4,3,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",333,3,32,2,1,4,2,4,0,0,4,4,0,0,0,0,4,0,4,4,4,0,0,0,0,3,0,0,0,2,3,0,0,0,2,0,0,0,0,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"334",334,3,42,2,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,1,3,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,4,4,3,4,4,4,4,3,4,0,4,4,4,4,3
"335",335,3,47,2,1,7,4,4,1,3,1,0,1,0,1,1,3,4,4,4,3,3,0,2,2,3,4,2,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,1,4,4,4,4,2,4,4,4,4,4,4,0,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4
"336",336,3,53,2,2,5,4,4,4,0,4,3,3,4,1,0,0,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",337,2,32,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",338,1,34,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",339,2,30,3,1,6,4,2,0,4,4,0,3,0,4,0,3,1,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"340",340,2,43,1,5,6,4,3,1,1,1,3,3,3,4,0,0,1,1,1,3,3,0,0,2,4,4,0,0,2,4,4,4,0,4,4,4,4,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4
"341",341,2,37,2,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4
"342",342,1,29,2,5,6,2,4,0,1,4,1,0,0,0,0,4,2,4,4,4,4,0,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4
"343",343,3,25,1,6,6,4,4,0,4,4,0,0,3,3,0,1,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,2,4,4,2,3,2,4,4,2,3,2
"344",344,3,53,1,2,6,0,4,4,3,1,3,0,3,0,0,1,3,3,3,3,4,0,3,3,4,4,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",345,2,32,2,6,7,3,4,1,0,2,2,0,0,0,2,3,4,4,3,2,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,4,4,4
"346",346,3,21,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",347,2,49,2,1,6,3,3,1,3,2,2,2,1,1,2,4,2,4,2,2,4,3,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
"348",348,1,30,1,8,6,0,3,0,2,0,4,2,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,2,2,2,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",349,2,35,1,1,6,3,4,0,3,3,3,0,0,0,0,4,4,4,4,3,4,2,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,3
"350",350,3,40,2,5,7,4,4,0,3,3,0,0,2,2,2,2,2,3,2,2,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"351",351,1,38,1,1,4,2,3,1,0,2,3,1,0,0,0,2,3,2,3,3,4,0,0,3,4,2,2,2,2,3,4,4,1,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,3,4,1,4,4,4,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",352,1,42,2,5,6,2,4,0,3,3,0,0,1,1,2,2,2,1,4,2,4,1,2,3,0,4,3,3,4,1,4,4,2,3,0,4,4,2,4,0,3,4,3,4,0,3,4,3,4,0,3,4,3,4,0,3,4,4,4,0,4,4,3,4,0,4,4,3,4,0
"353",353,1,44,1,5,5,4,3,3,0,3,1,0,1,0,2,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,4,4,2,2,3,3,3,0,2,2,4,3,2,2,2,3,3,1,2,3,4,3,1,2,4
"354",354,3,33,2,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",355,2,35,2,1,5,3,4,4,3,4,2,1,3,0,1,1,3,2,1,4,4,0,4,3,4,4,1,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,2,4,3,4,3,3,3,3,2,3,3,4,4,4,4,3,3,3,4,4,2,4,4,4,4,1
"356",356,2,23,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",357,2,22,2,5,5,3,3,0,2,3,1,0,0,3,1,2,3,3,3,2,1,0,0,4,4,3,0,3,4,3,3,0,2,4,4,4,1,2,4,4,3,4,3,4,2,3,3,3,4,2,3,3,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,1,4,3
"358",358,2,32,1,1,6,4,3,0,0,3,2,0,0,0,0,1,0,3,4,3,4,1,4,4,3,4,2,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",359,2,37,1,5,7,4,3,2,4,2,2,1,4,3,3,2,1,2,1,2,4,0,2,2,1,4,3,3,3,0,4,4,2,3,1,4,4,3,3,2,4,4,3,3,2,4,4,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,0,4,4,2,1,0
"360",360,3,30,1,5,7,1,1,3,1,3,2,0,3,0,1,2,3,3,4,2,3,0,1,3,4,2,1,2,3,3,4,4,2,4,4,4,4,4,4,4,4,3,2,3,4,4,4,3,4,4,4,4,2,4,4,4,4,2,4,0,4,4,3,3,1,4,4,3,3,0
"361",361,2,34,1,2,6,3,1,2,0,0,3,0,0,0,4,3,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",362,2,36,2,1,6,3,4,0,0,4,3,1,1,0,0,4,3,4,4,4,4,0,4,3,1,4,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,3,3,3,3,1,3,3,3,3,2,3,3,3,3,1
"363",363,2,23,1,1,6,1,2,4,3,3,2,4,4,3,3,4,3,1,2,3,4,1,4,4,4,4,1,4,4,4,4,4,4,2,2,4,4,4,2,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",364,4,33,2,1,6,4,3,1,4,4,0,1,3,4,1,0,2,1,0,2,2,0,1,3,4,2,0,1,0,4,1,0,1,1,1,2,0,1,1,1,3,0,2,3,4,4,0,2,3,4,2,0,1,3,3,1,1,2,0,3,2,2,1,3,3,3,2,1,2,3
"365",365,3,60,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",366,3,29,2,5,6,3,3,2,3,3,3,1,4,3,3,2,2,2,0,2,2,2,1,4,3,3,3,2,4,3,3,4,3,2,3,4,4,4,3,3,3,3,3,2,2,4,4,4,2,3,3,4,0,2,3,1,4,1,2,4,3,4,2,2,2,2,4,2,2,2
"367",367,1,48,1,5,7,4,4,0,3,4,1,0,1,3,0,3,0,4,1,3,4,4,2,2,3,4,4,2,2,3,4,3,3,4,4,4,3,3,4,3,3,3,2,2,2,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,3,3,2,3,3,3
"368",368,3,42,1,5,7,1,4,1,1,2,1,0,1,2,1,3,4,4,3,1,2,0,2,2,1,3,1,2,4,4,3,4,1,3,4,4,4,1,3,4,3,4,0,3,3,3,4,0,3,3,3,3,1,3,2,4,4,1,3,2,4,4,2,4,3,3,4,2,4,3
"369",369,NA,NA,NA,NA,NA,2,4,1,3,4,3,0,2,3,2,3,3,3,2,2,4,4,2,4,3,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",370,3,26,1,1,6,4,1,0,0,4,0,1,1,0,0,1,0,3,4,1,2,0,0,4,4,0,NA,0,4,4,0,2,0,3,0,2,2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,2,4,4,0,4,0,2,2,0,2,0,2,2,0,2,0
"371",371,1,28,1,2,4,3,4,0,2,3,0,0,0,1,2,2,3,4,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,4,3
"372",372,2,36,1,5,6,3,3,0,0,2,2,0,0,0,0,4,3,4,4,3,3,0,3,3,3,3,1,4,3,3,4,2,2,3,3,4,3,3,4,3,3,2,2,3,3,3,3,3,4,4,3,2,2,3,3,4,3,3,4,3,4,4,2,3,3,4,4,3,3,3
"373",373,1,28,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",374,NA,NA,NA,NA,NA,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",375,2,30,2,5,7,3,3,3,3,3,2,1,2,2,0,2,1,4,1,4,3,2,3,3,3,3,3,4,2,3,3,2,3,2,3,3,3,4,2,3,4,2,3,2,3,2,3,3,3,3,3,2,2,2,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",376,1,39,1,5,6,0,2,0,1,2,4,2,0,0,2,3,2,4,4,4,2,0,0,3,4,3,3,1,4,4,4,4,0,3,4,4,4,0,4,2,2,4,0,3,2,3,4,0,2,0,2,4,0,2,2,4,4,0,3,1,3,3,0,2,2,3,4,0,3,1
"377",377,2,34,2,1,6,4,4,1,0,2,2,0,2,0,2,2,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4
"378",378,3,45,2,2,6,4,3,1,3,3,0,1,3,0,1,1,4,3,3,1,4,0,2,3,3,4,1,3,4,2,3,0,1,4,2,3,2,2,3,2,3,2,0,4,3,3,3,0,4,3,3,2,0,4,3,3,3,1,4,3,2,3,0,4,4,3,4,0,4,3
"379",379,2,39,2,5,6,1,1,1,1,3,1,3,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,3,3,3,3,3,3,2,3,1,3,3,1,4,1,3,3,1,4,0,3,3,3,3,1,3,3,3,3,0
"380",380,3,26,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",381,3,48,2,1,6,4,4,3,1,4,3,0,3,1,0,2,3,4,3,3,4,0,1,3,2,4,2,2,4,0,4,4,1,3,3,4,4,1,4,3,4,4,1,4,3,4,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",382,3,54,2,2,7,3,4,1,1,4,0,0,0,3,0,1,1,4,4,3,4,0,0,4,4,3,0,0,4,4,4,2,0,4,4,4,4,0,4,4,4,4,1,4,3,4,4,4,4,3,4,4,1,4,4,4,4,2,4,4,4,4,3,4,3,4,4,4,4,3
"383",383,1,54,2,2,6,1,4,0,0,3,2,0,0,0,0,3,4,4,4,3,4,0,3,4,3,4,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,2,4,4,4,4,2,4,4,4,4,0
"384",384,2,27,2,2,6,4,4,1,3,4,0,1,1,3,3,1,2,3,1,2,3,0,4,4,3,3,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,3,4,3,2,4,3,4,4,1,4,2,4,4,1,4,2,4,4,1,4,3,4,4,2,4,2
"385",385,2,25,2,1,4,4,4,1,4,4,1,2,2,4,0,2,0,2,2,4,4,0,4,4,4,4,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",386,2,31,2,5,6,4,2,4,4,3,0,1,1,4,4,0,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
"387",387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,2,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,3,3,3,3,4,3
"388",388,2,42,2,1,5,1,4,0,3,4,4,3,0,3,0,0,3,4,1,4,4,0,4,4,4,4,2,4,4,4,4,0,4,0,4,4,0,4,4,4,4,1,3,4,3,4,1,4,3,4,4,4,4,4,3,4,4,4,4,2,4,4,3,4,0,4,4,3,4,1
"389",389,2,23,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",390,3,33,1,5,6,2,0,1,0,4,4,4,1,1,1,3,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0
"391",391,2,46,1,5,6,3,3,1,1,1,3,1,1,1,2,2,3,3,3,3,3,1,2,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4
"392",392,3,26,2,5,6,0,4,0,4,4,4,3,0,4,0,2,0,4,4,4,4,0,4,4,4,3,0,3,4,4,4,2,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,4,4,4,4,2,4,4,4,4,3,4,4
